roc_auc,pr_auc,accuracy,precision,recall,f1,n,positives,negatives,invalid_excluded,duplicate_excluded,development_overlap_excluded
0.47007893371206944,0.9518063036514685,0.7794432548179872,0.9513797634691196,0.8107502799552072,0.875453446191052,934,893,41,5,19,526
